id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,mcc_type,fraud,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,card_brand,card_type,expires,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
8737082,2010-11-07 12:02:00,1642,5206,159.52,Swipe Transaction,84960,Port au Prince,Haiti,HTI00,5310,No Error,Discount Stores,1.0,37,66,1982,4,Female,48190 Plum Drive,39.96,-74.06,19848,40470,41938,731,5,Mastercard,Credit,03/2020,YES,1,11200,2010-10-01,2010,No
8737290,2010-11-07 12:41:00,1128,4316,127.26,Online Transaction,60569,ONLINE,ONLINE,00000,5300,No Error,Wholesale Clubs,1.0,47,68,1972,7,Male,208 Park Avenue,44.53,-72.0,16976,34606,23909,680,5,Amex,Credit,09/2020,YES,2,8400,2010-08-01,2012,No
8737394,2010-11-07 13:01:00,1851,5026,111.93,Online Transaction,86959,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,48,72,1972,1,Male,73 Essex Lane,35.83,-78.83,37121,75682,37163,727,5,Mastercard,Debit (Prepaid),03/2021,YES,2,62,2005-10-01,2008,No
8737658,2010-11-07 13:57:00,1503,3476,54.38,Online Transaction,70005,ONLINE,ONLINE,00000,5533,No Error,Automotive Parts and Accessories Stores,1.0,59,67,1960,3,Male,1362 Norfolk Drive,32.35,-86.28,21102,43021,86014,725,4,Mastercard,Debit,09/2023,YES,2,15552,2010-06-01,2014,No
8737986,2010-11-07 15:07:00,1128,4316,246.0,Online Transaction,49637,ONLINE,ONLINE,00000,3509,No Error,Industrial Equipment and Supplies,1.0,47,68,1972,7,Male,208 Park Avenue,44.53,-72.0,16976,34606,23909,680,5,Amex,Credit,09/2020,YES,2,8400,2010-08-01,2012,No
8738289,2010-11-07 16:15:00,1128,4316,254.0,Online Transaction,59474,ONLINE,ONLINE,00000,3722,No Error,Passenger Railways,1.0,47,68,1972,7,Male,208 Park Avenue,44.53,-72.0,16976,34606,23909,680,5,Amex,Credit,09/2020,YES,2,8400,2010-08-01,2012,No
8739570,2010-11-08 04:00:00,1267,4299,403.0,Online Transaction,57133,ONLINE,ONLINE,00000,3730,No Error,Ship Chandlers,1.0,81,65,1938,10,Female,9574 Ocean Drive,47.83,-122.32,28248,31912,2182,630,4,Visa,Debit (Prepaid),02/2024,YES,1,50,2009-08-01,2009,No
8739579,2010-11-08 04:13:00,1267,4299,451.0,Online Transaction,15574,ONLINE,ONLINE,00000,3393,No Error,Heat Treating Metal Services,1.0,81,65,1938,10,Female,9574 Ocean Drive,47.83,-122.32,28248,31912,2182,630,4,Visa,Debit (Prepaid),02/2024,YES,1,50,2009-08-01,2009,No
8739584,2010-11-08 04:21:00,1226,4159,18.78,Swipe Transaction,41507,Port au Prince,Haiti,HTI00,5912,No Error,Drug Stores and Pharmacies,1.0,42,67,1978,2,Male,376 Fourth Drive,21.34,-157.72,18080,36860,65049,714,3,Mastercard,Credit,04/2021,YES,2,9600,2005-08-01,2013,No
8739587,2010-11-08 04:29:00,1226,4159,64.85,Online Transaction,31893,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,42,67,1978,2,Male,376 Fourth Drive,21.34,-157.72,18080,36860,65049,714,3,Mastercard,Credit,04/2021,YES,2,9600,2005-08-01,2013,No
8740208,2010-11-08 08:01:00,1128,4316,501.67,Online Transaction,60152,ONLINE,ONLINE,00000,3000,No Error,Steelworks,1.0,47,68,1972,7,Male,208 Park Avenue,44.53,-72.0,16976,34606,23909,680,5,Amex,Credit,09/2020,YES,2,8400,2010-08-01,2012,No
8740738,2010-11-08 09:45:00,1226,4159,43.45,Online Transaction,47399,ONLINE,ONLINE,00000,5815,No Error,"Digital Goods - Media, Books, Apps",1.0,42,67,1978,2,Male,376 Fourth Drive,21.34,-157.72,18080,36860,65049,714,3,Mastercard,Credit,04/2021,YES,2,9600,2005-08-01,2013,No
8740957,2010-11-08 10:31:00,1141,3269,32.8,Online Transaction,82981,ONLINE,ONLINE,00000,5912,No Error,Drug Stores and Pharmacies,1.0,66,57,1953,10,Male,35 Essex Drive,36.48,-80.61,15838,27266,19798,777,5,Amex,Credit,12/2012,NO,1,9400,2004-06-01,2011,No
8741217,2010-11-08 11:20:00,1190,4508,39.38,Online Transaction,86959,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,49,65,1970,8,Female,4480 Essex Drive,33.0,-80.17,21769,44383,42369,707,7,Visa,Debit,07/2022,YES,2,4653,2000-09-01,2007,No
8741254,2010-11-08 11:26:00,1190,4508,170.53,Online Transaction,76639,ONLINE,ONLINE,00000,5732,No Error,Electronics Stores,1.0,49,65,1970,8,Female,4480 Essex Drive,33.0,-80.17,21769,44383,42369,707,7,Visa,Debit,07/2022,YES,2,4653,2000-09-01,2007,No
8741381,2010-11-08 11:49:00,1128,4316,137.23,Online Transaction,19964,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,47,68,1972,7,Male,208 Park Avenue,44.53,-72.0,16976,34606,23909,680,5,Amex,Credit,09/2020,YES,2,8400,2010-08-01,2012,No
8741425,2010-11-08 11:56:00,1141,3269,57.89,Swipe Transaction,12156,Port au Prince,Haiti,HTI00,5921,No Error,"Package Stores, Beer, Wine, Liquor",1.0,66,57,1953,10,Male,35 Essex Drive,36.48,-80.61,15838,27266,19798,777,5,Amex,Credit,12/2012,NO,1,9400,2004-06-01,2011,No
8741677,2010-11-08 12:43:00,1141,3269,2.04,Online Transaction,72515,ONLINE,ONLINE,00000,5814,No Error,Fast Food Restaurants,1.0,66,57,1953,10,Male,35 Essex Drive,36.48,-80.61,15838,27266,19798,777,5,Amex,Credit,12/2012,NO,1,9400,2004-06-01,2011,No
8742158,2010-11-08 14:16:00,1141,3269,3.34,Swipe Transaction,79073,Port au Prince,Haiti,HTI00,5411,No Error,"Grocery Stores, Supermarkets",1.0,66,57,1953,10,Male,35 Essex Drive,36.48,-80.61,15838,27266,19798,777,5,Amex,Credit,12/2012,NO,1,9400,2004-06-01,2011,No
8742162,2010-11-08 14:17:00,1141,3269,8.88,Online Transaction,99370,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,66,57,1953,10,Male,35 Essex Drive,36.48,-80.61,15838,27266,19798,777,5,Amex,Credit,12/2012,NO,1,9400,2004-06-01,2011,No
8742421,2010-11-08 15:15:00,1141,3269,95.0,Online Transaction,60569,ONLINE,ONLINE,00000,5300,No Error,Wholesale Clubs,1.0,66,57,1953,10,Male,35 Essex Drive,36.48,-80.61,15838,27266,19798,777,5,Amex,Credit,12/2012,NO,1,9400,2004-06-01,2011,No
8744044,2010-11-09 06:16:00,1267,4299,25.46,Online Transaction,60569,ONLINE,ONLINE,00000,5300,No Error,Wholesale Clubs,1.0,81,65,1938,10,Female,9574 Ocean Drive,47.83,-122.32,28248,31912,2182,630,4,Visa,Debit (Prepaid),02/2024,YES,1,50,2009-08-01,2009,No
8750767,2010-11-10 14:38:00,1128,4316,246.0,Online Transaction,49637,ONLINE,ONLINE,00000,3509,No Error,Industrial Equipment and Supplies,1.0,47,68,1972,7,Male,208 Park Avenue,44.53,-72.0,16976,34606,23909,680,5,Amex,Credit,09/2020,YES,2,8400,2010-08-01,2012,No
8750850,2010-11-10 14:55:00,1128,4316,284.6,Online Transaction,49637,ONLINE,ONLINE,00000,3509,No Error,Industrial Equipment and Supplies,1.0,47,68,1972,7,Male,208 Park Avenue,44.53,-72.0,16976,34606,23909,680,5,Amex,Credit,09/2020,YES,2,8400,2010-08-01,2012,No
8752096,2010-11-10 22:06:00,1267,4299,451.0,Online Transaction,15574,ONLINE,ONLINE,00000,3393,No Error,Heat Treating Metal Services,1.0,81,65,1938,10,Female,9574 Ocean Drive,47.83,-122.32,28248,31912,2182,630,4,Visa,Debit (Prepaid),02/2024,YES,1,50,2009-08-01,2009,No
8752484,2010-11-11 06:06:00,1187,91,35.67,Online Transaction,77649,ONLINE,ONLINE,00000,5941,No Error,Sporting Goods Stores,1.0,55,67,1964,9,Male,203 Valley Lane,44.78,-89.68,23216,47334,87775,701,3,Amex,Credit,12/2020,YES,1,12100,2006-01-01,2011,No
8752491,2010-11-11 06:08:00,1187,91,33.05,Online Transaction,23329,ONLINE,ONLINE,00000,5193,No Error,"Florists Supplies, Nursery Stock and Flowers",1.0,55,67,1964,9,Male,203 Valley Lane,44.78,-89.68,23216,47334,87775,701,3,Amex,Credit,12/2020,YES,1,12100,2006-01-01,2011,No
8753556,2010-11-11 09:40:00,1187,91,235.0,Online Transaction,92822,ONLINE,ONLINE,00000,3395,No Error,Welding Repair,1.0,55,67,1964,9,Male,203 Valley Lane,44.78,-89.68,23216,47334,87775,701,3,Amex,Credit,12/2020,YES,1,12100,2006-01-01,2011,No
8753656,2010-11-11 10:01:00,1187,91,150.87,Online Transaction,32858,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,55,67,1964,9,Male,203 Valley Lane,44.78,-89.68,23216,47334,87775,701,3,Amex,Credit,12/2020,YES,1,12100,2006-01-01,2011,No
8753985,2010-11-11 11:09:00,1187,91,90.3,Online Transaction,81833,ONLINE,ONLINE,00000,5912,No Error,Drug Stores and Pharmacies,1.0,55,67,1964,9,Male,203 Valley Lane,44.78,-89.68,23216,47334,87775,701,3,Amex,Credit,12/2020,YES,1,12100,2006-01-01,2011,No
8753993,2010-11-11 11:11:00,1187,91,54.7,Online Transaction,42693,ONLINE,ONLINE,00000,5816,No Error,Digital Goods - Games,1.0,55,67,1964,9,Male,203 Valley Lane,44.78,-89.68,23216,47334,87775,701,3,Amex,Credit,12/2020,YES,1,12100,2006-01-01,2011,No
8754047,2010-11-11 11:21:00,1535,3461,69.9,Online Transaction,94989,ONLINE,ONLINE,00000,5661,No Error,Shoe Stores,1.0,59,64,1960,8,Male,8 Pine Street,38.87,-82.99,16336,33311,65822,590,2,Visa,Credit,06/2019,YES,2,9200,2009-06-01,2009,No
8754052,2010-11-11 11:22:00,1535,3461,108.87,Online Transaction,90865,ONLINE,ONLINE,00000,5311,Bad Card Number,Department Stores,1.0,59,64,1960,8,Male,8 Pine Street,38.87,-82.99,16336,33311,65822,590,2,Visa,Credit,06/2019,YES,2,9200,2009-06-01,2009,No
8755058,2010-11-11 14:29:00,1187,91,2.84,Online Transaction,82981,ONLINE,ONLINE,00000,5912,No Error,Drug Stores and Pharmacies,1.0,55,67,1964,9,Male,203 Valley Lane,44.78,-89.68,23216,47334,87775,701,3,Amex,Credit,12/2020,YES,1,12100,2006-01-01,2011,No
8755210,2010-11-11 15:00:00,1128,4316,199.48,Online Transaction,59474,ONLINE,ONLINE,00000,3722,No Error,Passenger Railways,1.0,47,68,1972,7,Male,208 Park Avenue,44.53,-72.0,16976,34606,23909,680,5,Amex,Credit,09/2020,YES,2,8400,2010-08-01,2012,No
8755209,2010-11-11 15:00:00,1128,4316,254.0,Online Transaction,59474,ONLINE,ONLINE,00000,3722,No Error,Passenger Railways,1.0,47,68,1972,7,Male,208 Park Avenue,44.53,-72.0,16976,34606,23909,680,5,Amex,Credit,09/2020,YES,2,8400,2010-08-01,2012,No
8756753,2010-11-12 05:21:00,1187,91,45.46,Online Transaction,90865,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,55,67,1964,9,Male,203 Valley Lane,44.78,-89.68,23216,47334,87775,701,3,Amex,Credit,12/2020,YES,1,12100,2006-01-01,2011,No
8757612,2010-11-12 09:41:00,1267,3802,127.0,Online Transaction,44795,ONLINE,ONLINE,00000,3780,No Error,Computer Network Services,1.0,81,65,1938,10,Female,9574 Ocean Drive,47.83,-122.32,28248,31912,2182,630,4,Mastercard,Debit,01/2022,YES,2,11108,2007-07-01,2015,No
8757923,2010-11-12 11:03:00,1267,3802,35.86,Online Transaction,47399,ONLINE,ONLINE,00000,5815,No Error,"Digital Goods - Media, Books, Apps",1.0,81,65,1938,10,Female,9574 Ocean Drive,47.83,-122.32,28248,31912,2182,630,4,Mastercard,Debit,01/2022,YES,2,11108,2007-07-01,2015,No
8758014,2010-11-12 11:26:00,1267,3802,31.47,Swipe Transaction,12156,Port au Prince,Haiti,HTI00,5921,No Error,"Package Stores, Beer, Wine, Liquor",1.0,81,65,1938,10,Female,9574 Ocean Drive,47.83,-122.32,28248,31912,2182,630,4,Mastercard,Debit,01/2022,YES,2,11108,2007-07-01,2015,No
8758147,2010-11-12 11:55:00,1535,3461,80.27,Online Transaction,81833,ONLINE,ONLINE,00000,5912,No Error,Drug Stores and Pharmacies,1.0,59,64,1960,8,Male,8 Pine Street,38.87,-82.99,16336,33311,65822,590,2,Visa,Credit,06/2019,YES,2,9200,2009-06-01,2009,No
8763990,2010-11-13 21:13:00,1267,4299,304.57,Online Transaction,57133,ONLINE,ONLINE,00000,3730,No Error,Ship Chandlers,1.0,81,65,1938,10,Female,9574 Ocean Drive,47.83,-122.32,28248,31912,2182,630,4,Visa,Debit (Prepaid),02/2024,YES,1,50,2009-08-01,2009,No
8763989,2010-11-13 21:13:00,1267,4299,403.0,Online Transaction,57133,ONLINE,ONLINE,00000,3730,No Error,Ship Chandlers,1.0,81,65,1938,10,Female,9574 Ocean Drive,47.83,-122.32,28248,31912,2182,630,4,Visa,Debit (Prepaid),02/2024,YES,1,50,2009-08-01,2009,No
8764584,2010-11-14 06:07:00,176,2603,263.09,Online Transaction,6063,ONLINE,ONLINE,00000,4511,No Error,Airlines,1.0,45,71,1974,12,Female,627 Ninth Drive,33.74,-84.31,25586,52172,66085,667,4,Mastercard,Debit,06/2024,YES,2,34799,2009-04-01,2014,No
8765440,2010-11-14 09:04:00,176,2603,7.21,Online Transaction,19964,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,45,71,1974,12,Female,627 Ninth Drive,33.74,-84.31,25586,52172,66085,667,4,Mastercard,Debit,06/2024,YES,2,34799,2009-04-01,2014,No
8765491,2010-11-14 09:15:00,176,2603,333.2,Online Transaction,60569,ONLINE,ONLINE,00000,5300,No Error,Wholesale Clubs,1.0,45,71,1974,12,Female,627 Ninth Drive,33.74,-84.31,25586,52172,66085,667,4,Mastercard,Debit,06/2024,YES,2,34799,2009-04-01,2014,No
8765589,2010-11-14 09:34:00,1495,2922,100.81,Online Transaction,60569,ONLINE,ONLINE,00000,5300,No Error,Wholesale Clubs,1.0,52,70,1967,12,Male,469 Mountain View Boulevard,39.77,-86.14,31114,63433,122550,770,7,Amex,Credit,07/2016,YES,1,15700,2007-05-01,2013,No
8765766,2010-11-14 10:06:00,1259,3422,45.8,Online Transaction,19964,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,64,69,1955,7,Female,729 Littlewood Avenue,41.18,-73.42,94302,192269,100192,700,6,Mastercard,Debit (Prepaid),06/2022,YES,1,62,2009-06-01,2009,No
8765780,2010-11-14 10:08:00,1259,3422,24.03,Online Transaction,86203,ONLINE,ONLINE,00000,5814,No Error,Fast Food Restaurants,1.0,64,69,1955,7,Female,729 Littlewood Avenue,41.18,-73.42,94302,192269,100192,700,6,Mastercard,Debit (Prepaid),06/2022,YES,1,62,2009-06-01,2009,No
8765903,2010-11-14 10:32:00,1267,3802,21.6,Online Transaction,83271,ONLINE,ONLINE,00000,4214,No Error,Motor Freight Carriers and Trucking,1.0,81,65,1938,10,Female,9574 Ocean Drive,47.83,-122.32,28248,31912,2182,630,4,Mastercard,Debit,01/2022,YES,2,11108,2007-07-01,2015,No
8765947,2010-11-14 10:42:00,176,2603,100.23,Swipe Transaction,84960,Port au Prince,Haiti,HTI00,5310,No Error,Discount Stores,1.0,45,71,1974,12,Female,627 Ninth Drive,33.74,-84.31,25586,52172,66085,667,4,Mastercard,Debit,06/2024,YES,2,34799,2009-04-01,2014,No
8766055,2010-11-14 11:07:00,176,2603,35.91,Online Transaction,67390,ONLINE,ONLINE,00000,5814,No Error,Fast Food Restaurants,1.0,45,71,1974,12,Female,627 Ninth Drive,33.74,-84.31,25586,52172,66085,667,4,Mastercard,Debit,06/2024,YES,2,34799,2009-04-01,2014,No
8766079,2010-11-14 11:13:00,1259,3422,1.8,Online Transaction,86286,ONLINE,ONLINE,00000,5732,No Error,Electronics Stores,1.0,64,69,1955,7,Female,729 Littlewood Avenue,41.18,-73.42,94302,192269,100192,700,6,Mastercard,Debit (Prepaid),06/2022,YES,1,62,2009-06-01,2009,No
8766245,2010-11-14 11:51:00,1495,2922,3416.64,Online Transaction,39105,ONLINE,ONLINE,00000,4411,No Error,Cruise Lines,1.0,52,70,1967,12,Male,469 Mountain View Boulevard,39.77,-86.14,31114,63433,122550,770,7,Amex,Credit,07/2016,YES,1,15700,2007-05-01,2013,No
8766594,2010-11-14 13:05:00,176,2603,1663.96,Online Transaction,47225,ONLINE,ONLINE,00000,4411,No Error,Cruise Lines,1.0,45,71,1974,12,Female,627 Ninth Drive,33.74,-84.31,25586,52172,66085,667,4,Mastercard,Debit,06/2024,YES,2,34799,2009-04-01,2014,No
8766601,2010-11-14 13:06:00,1259,3422,138.84,Online Transaction,44197,ONLINE,ONLINE,00000,5045,No Error,"Computers, Computer Peripheral Equipment",1.0,64,69,1955,7,Female,729 Littlewood Avenue,41.18,-73.42,94302,192269,100192,700,6,Mastercard,Debit (Prepaid),06/2022,YES,1,62,2009-06-01,2009,No
8766695,2010-11-14 13:26:00,1259,3422,70.78,Online Transaction,31893,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,64,69,1955,7,Female,729 Littlewood Avenue,41.18,-73.42,94302,192269,100192,700,6,Mastercard,Debit (Prepaid),06/2022,YES,1,62,2009-06-01,2009,No
8766770,2010-11-14 13:43:00,1535,3461,253.0,Online Transaction,57133,ONLINE,ONLINE,00000,3730,No Error,Ship Chandlers,1.0,59,64,1960,8,Male,8 Pine Street,38.87,-82.99,16336,33311,65822,590,2,Visa,Credit,06/2019,YES,2,9200,2009-06-01,2009,No
8766945,2010-11-14 14:23:00,1259,3422,149.55,Online Transaction,34490,ONLINE,ONLINE,00000,5719,No Error,Miscellaneous Home Furnishing Stores,1.0,64,69,1955,7,Female,729 Littlewood Avenue,41.18,-73.42,94302,192269,100192,700,6,Mastercard,Debit (Prepaid),06/2022,YES,1,62,2009-06-01,2009,No
8766985,2010-11-14 14:30:00,1495,2922,479.23,Online Transaction,39105,ONLINE,ONLINE,00000,4411,No Error,Cruise Lines,1.0,52,70,1967,12,Male,469 Mountain View Boulevard,39.77,-86.14,31114,63433,122550,770,7,Amex,Credit,07/2016,YES,1,15700,2007-05-01,2013,No
8767068,2010-11-14 14:51:00,1259,3422,160.91,Online Transaction,69956,ONLINE,ONLINE,00000,5310,No Error,Discount Stores,1.0,64,69,1955,7,Female,729 Littlewood Avenue,41.18,-73.42,94302,192269,100192,700,6,Mastercard,Debit (Prepaid),06/2022,YES,1,62,2009-06-01,2009,No
8768724,2010-11-15 02:37:00,1267,3802,127.0,Online Transaction,44795,ONLINE,ONLINE,00000,3780,No Error,Computer Network Services,1.0,81,65,1938,10,Female,9574 Ocean Drive,47.83,-122.32,28248,31912,2182,630,4,Mastercard,Debit,01/2022,YES,2,11108,2007-07-01,2015,No
8768734,2010-11-15 02:53:00,1267,3802,261.5,Online Transaction,44795,ONLINE,ONLINE,00000,3780,No Error,Computer Network Services,1.0,81,65,1938,10,Female,9574 Ocean Drive,47.83,-122.32,28248,31912,2182,630,4,Mastercard,Debit,01/2022,YES,2,11108,2007-07-01,2015,No
8768803,2010-11-15 04:45:00,1267,3802,79.52,Online Transaction,60569,ONLINE,ONLINE,00000,5300,No Error,Wholesale Clubs,1.0,81,65,1938,10,Female,9574 Ocean Drive,47.83,-122.32,28248,31912,2182,630,4,Mastercard,Debit,01/2022,YES,2,11108,2007-07-01,2015,No
8768820,2010-11-15 05:17:00,1187,91,235.0,Online Transaction,92822,ONLINE,ONLINE,00000,3395,Bad CVV,Welding Repair,1.0,55,67,1964,9,Male,203 Valley Lane,44.78,-89.68,23216,47334,87775,701,3,Amex,Credit,12/2020,YES,1,12100,2006-01-01,2011,No
8768824,2010-11-15 05:21:00,1187,91,22.32,Online Transaction,92822,ONLINE,ONLINE,00000,3395,No Error,Welding Repair,1.0,55,67,1964,9,Male,203 Valley Lane,44.78,-89.68,23216,47334,87775,701,3,Amex,Credit,12/2020,YES,1,12100,2006-01-01,2011,No
8768855,2010-11-15 05:53:00,1267,3802,45.47,Online Transaction,60569,ONLINE,ONLINE,00000,5300,No Error,Wholesale Clubs,1.0,81,65,1938,10,Female,9574 Ocean Drive,47.83,-122.32,28248,31912,2182,630,4,Mastercard,Debit,01/2022,YES,2,11108,2007-07-01,2015,No
8769075,2010-11-15 06:50:00,1495,2922,6.74,Online Transaction,86410,ONLINE,ONLINE,00000,5211,No Error,Lumber and Building Materials,1.0,52,70,1967,12,Male,469 Mountain View Boulevard,39.77,-86.14,31114,63433,122550,770,7,Amex,Credit,07/2016,YES,1,15700,2007-05-01,2013,No
8769130,2010-11-15 07:02:00,1259,3422,110.19,Online Transaction,69956,ONLINE,ONLINE,00000,5310,No Error,Discount Stores,1.0,64,69,1955,7,Female,729 Littlewood Avenue,41.18,-73.42,94302,192269,100192,700,6,Mastercard,Debit (Prepaid),06/2022,YES,1,62,2009-06-01,2009,No
8769432,2010-11-15 07:56:00,176,2603,88.77,Online Transaction,41184,ONLINE,ONLINE,00000,5310,No Error,Discount Stores,1.0,45,71,1974,12,Female,627 Ninth Drive,33.74,-84.31,25586,52172,66085,667,4,Mastercard,Debit,06/2024,YES,2,34799,2009-04-01,2014,No
8769433,2010-11-15 07:56:00,194,2401,10.48,Swipe Transaction,84960,Port au Prince,Haiti,HTI00,5310,No Error,Discount Stores,1.0,52,68,1968,2,Male,531 Pine Avenue,40.34,-85.35,15048,30681,81680,746,4,Mastercard,Debit,04/2024,YES,2,14501,1998-04-01,2012,No
8769691,2010-11-15 08:47:00,1259,3422,1.04,Online Transaction,60569,ONLINE,ONLINE,00000,5300,No Error,Wholesale Clubs,1.0,64,69,1955,7,Female,729 Littlewood Avenue,41.18,-73.42,94302,192269,100192,700,6,Mastercard,Debit (Prepaid),06/2022,YES,1,62,2009-06-01,2009,No
8769758,2010-11-15 08:59:00,176,2603,42.27,Online Transaction,18215,ONLINE,ONLINE,00000,5719,No Error,Miscellaneous Home Furnishing Stores,1.0,45,71,1974,12,Female,627 Ninth Drive,33.74,-84.31,25586,52172,66085,667,4,Mastercard,Debit,06/2024,YES,2,34799,2009-04-01,2014,No
8770352,2010-11-15 10:55:00,1267,3802,20.52,Online Transaction,54773,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,81,65,1938,10,Female,9574 Ocean Drive,47.83,-122.32,28248,31912,2182,630,4,Mastercard,Debit,01/2022,YES,2,11108,2007-07-01,2015,No
8770454,2010-11-15 11:12:00,980,181,38.66,Swipe Transaction,9508,Port au Prince,Haiti,HTI00,4121,No Error,Taxicabs and Limousines,1.0,84,69,1935,8,Male,463 12th Street,39.32,-76.72,20641,24055,0,733,7,Visa,Debit,08/2011,YES,1,16094,2008-01-01,2010,No
8770868,2010-11-15 12:29:00,1267,3802,188.36,Online Transaction,51180,ONLINE,ONLINE,00000,5193,No Error,"Florists Supplies, Nursery Stock and Flowers",1.0,81,65,1938,10,Female,9574 Ocean Drive,47.83,-122.32,28248,31912,2182,630,4,Mastercard,Debit,01/2022,YES,2,11108,2007-07-01,2015,No
8771065,2010-11-15 13:06:00,1535,3461,8.9,Online Transaction,67570,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,59,64,1960,8,Male,8 Pine Street,38.87,-82.99,16336,33311,65822,590,2,Visa,Credit,06/2019,YES,2,9200,2009-06-01,2009,No
8771122,2010-11-15 13:13:00,1535,3461,29.81,Swipe Transaction,51812,Port au Prince,Haiti,HTI00,5812,No Error,Eating Places and Restaurants,1.0,59,64,1960,8,Male,8 Pine Street,38.87,-82.99,16336,33311,65822,590,2,Visa,Credit,06/2019,YES,2,9200,2009-06-01,2009,No
8771487,2010-11-15 14:34:00,194,2401,37.09,Online Transaction,85247,ONLINE,ONLINE,00000,5815,No Error,"Digital Goods - Media, Books, Apps",1.0,52,68,1968,2,Male,531 Pine Avenue,40.34,-85.35,15048,30681,81680,746,4,Mastercard,Debit,04/2024,YES,2,14501,1998-04-01,2012,No
8771597,2010-11-15 14:58:00,194,2401,170.52,Online Transaction,86410,ONLINE,ONLINE,00000,5211,No Error,Lumber and Building Materials,1.0,52,68,1968,2,Male,531 Pine Avenue,40.34,-85.35,15048,30681,81680,746,4,Mastercard,Debit,04/2024,YES,2,14501,1998-04-01,2012,No
8773844,2010-11-16 08:15:00,1168,3239,2.41,Online Transaction,60569,ONLINE,ONLINE,00000,5300,No Error,Wholesale Clubs,1.0,51,68,1968,10,Male,207 Ocean View Street,40.67,-74.42,53790,109673,242379,505,1,Mastercard,Debit,09/2020,YES,1,25422,2002-06-01,2008,No
8774390,2010-11-16 10:03:00,1168,3239,49.63,Online Transaction,86959,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,51,68,1968,10,Male,207 Ocean View Street,40.67,-74.42,53790,109673,242379,505,1,Mastercard,Debit,09/2020,YES,1,25422,2002-06-01,2008,No
8774499,2010-11-16 10:27:00,980,181,101.42,Online Transaction,41184,ONLINE,ONLINE,00000,5310,No Error,Discount Stores,1.0,84,69,1935,8,Male,463 12th Street,39.32,-76.72,20641,24055,0,733,7,Visa,Debit,08/2011,YES,1,16094,2008-01-01,2010,No
8774504,2010-11-16 10:28:00,1168,3239,143.73,Online Transaction,34490,ONLINE,ONLINE,00000,5719,No Error,Miscellaneous Home Furnishing Stores,1.0,51,68,1968,10,Male,207 Ocean View Street,40.67,-74.42,53790,109673,242379,505,1,Mastercard,Debit,09/2020,YES,1,25422,2002-06-01,2008,No
8774693,2010-11-16 11:04:00,980,181,50.33,Online Transaction,67570,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,84,69,1935,8,Male,463 12th Street,39.32,-76.72,20641,24055,0,733,7,Visa,Debit,08/2011,YES,1,16094,2008-01-01,2010,No
8775173,2010-11-16 12:38:00,1168,3239,180.6,Online Transaction,32858,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,51,68,1968,10,Male,207 Ocean View Street,40.67,-74.42,53790,109673,242379,505,1,Mastercard,Debit,09/2020,YES,1,25422,2002-06-01,2008,No
8775189,2010-11-16 12:40:00,1168,3239,108.01,Online Transaction,68977,ONLINE,ONLINE,00000,3174,No Error,Upholstery and Drapery Stores,1.0,51,68,1968,10,Male,207 Ocean View Street,40.67,-74.42,53790,109673,242379,505,1,Mastercard,Debit,09/2020,YES,1,25422,2002-06-01,2008,No
8775401,2010-11-16 13:20:00,980,181,10.28,Online Transaction,85247,ONLINE,ONLINE,00000,5815,No Error,"Digital Goods - Media, Books, Apps",1.0,84,69,1935,8,Male,463 12th Street,39.32,-76.72,20641,24055,0,733,7,Visa,Debit,08/2011,YES,1,16094,2008-01-01,2010,No
8775440,2010-11-16 13:24:00,1535,3461,152.56,Online Transaction,41530,ONLINE,ONLINE,00000,5733,No Error,Music Stores - Musical Instruments,1.0,59,64,1960,8,Male,8 Pine Street,38.87,-82.99,16336,33311,65822,590,2,Visa,Credit,06/2019,YES,2,9200,2009-06-01,2009,No
8775989,2010-11-16 15:22:00,980,181,82.53,Online Transaction,20561,ONLINE,ONLINE,00000,5912,No Error,Drug Stores and Pharmacies,1.0,84,69,1935,8,Male,463 12th Street,39.32,-76.72,20641,24055,0,733,7,Visa,Debit,08/2011,YES,1,16094,2008-01-01,2010,No
